model_label,sample,flow,dimension,metric,outcome,term,coefficient,std_error,t_stat,p_value,ci_low,ci_high,nobs,clusters,r_squared,status,candidate_rows,dropped_rows,dropped_regressors,fixed_effects,se_method,cluster_col,p_value_reference,horizon,bh_q_value
bucket_country_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,bucket_high_product_high_partner,-0.012942821062409023,0.023254553076338016,-0.556571481718933,0.5799252832688675,-0.059475074287669696,0.03358943216285165,1535,60,0.39595103796751396,ok,1920,385,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,0.6979591340693605
bucket_country_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,bucket_high_product_low_partner,0.013607539867647532,0.018224607864757658,0.746657484683744,0.4582354331066463,-0.02285981623720363,0.050074895972498694,1535,60,0.39595103796751396,ok,1920,385,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,0.6979591340693605
bucket_country_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,bucket_low_product_high_partner,-0.010919213964355124,0.013014386327254688,-0.8390110520607599,0.40484975451459726,-0.036960940853846894,0.015122512925136649,1535,60,0.39595103796751396,ok,1920,385,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,0.6979591340693605
bucket_country_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,log_initial_exports_constant_2015_usd,-0.1436999771234997,0.04707671948238952,-3.0524636955056956,0.0034006090231678905,-0.23790027522331902,-0.04949967902368037,1535,60,0.39595103796751396,ok,1920,385,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,
bucket_country_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,oil_export_share,-0.3804026042918161,0.27922836955298047,-1.362335084005993,0.17827045555124382,-0.9391372811984526,0.17833207261482048,1535,60,0.39595103796751396,ok,1920,385,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,
bucket_country_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,log_gdp_constant_2015_usd,0.10873916228918357,0.12145414544018543,0.8953104226708851,0.3742593803325198,-0.1342900213862877,0.35176834596465484,1535,60,0.39595103796751396,ok,1920,385,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,
bucket_country_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,log_population,0.020226630385850437,0.15228925159826945,0.13281718948364893,0.8947899138902182,-0.28450345819480805,0.3249567189665089,1535,60,0.39595103796751396,ok,1920,385,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,
bucket_country_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,log_gni_per_capita_constant_2015_usd,0.025247235026568275,0.15706408890399362,0.16074479661611765,0.8728435370022773,-0.2890372809339677,0.33953175098710425,1535,60,0.39595103796751396,ok,1920,385,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,
bucket_country_year_fe,rd2_countries,Imports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,bucket_high_product_high_partner,0.01131840492742983,0.02052471595960846,0.5514524512643119,0.5834061268861466,-0.0297514568443212,0.05238826669918086,1535,60,0.39615195750608434,ok,1925,390,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,0.6979591340693605
bucket_country_year_fe,rd2_countries,Imports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,bucket_high_product_low_partner,-0.025926687172041142,0.02175739419199935,-1.1916264853800795,0.23817915303870899,-0.06946313238947635,0.017609758045394074,1535,60,0.39615195750608434,ok,1925,390,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,0.6979591340693605
bucket_country_year_fe,rd2_countries,Imports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,bucket_low_product_high_partner,0.005077545019544896,0.013020171182415738,0.3899752889886981,0.6979591340693605,-0.020975757338387045,0.031130847377476838,1535,60,0.39615195750608434,ok,1925,390,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,0.6979591340693605
bucket_country_year_fe,rd2_countries,Imports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,log_initial_exports_constant_2015_usd,-0.14683929338308807,0.04835027955070389,-3.0369895427202422,0.0035548961088135256,-0.2435879792933222,-0.05009060747285392,1535,60,0.39615195750608434,ok,1925,390,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,
bucket_country_year_fe,rd2_countries,Imports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,oil_export_share,-0.36530462330409885,0.28243875689353914,-1.2933941054052815,0.20091591846356546,-0.9304632704410665,0.19985402383286877,1535,60,0.39615195750608434,ok,1925,390,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,
bucket_country_year_fe,rd2_countries,Imports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,log_gdp_constant_2015_usd,0.09882359438833463,0.11916101992450813,0.8293282018813045,0.41026154783714763,-0.13961705572889008,0.33726424450555936,1535,60,0.39615195750608434,ok,1925,390,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,
bucket_country_year_fe,rd2_countries,Imports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,log_population,0.026910259045295377,0.14784165267372437,0.18202082132215022,0.8561903337201722,-0.26892020464375804,0.3227407227343488,1535,60,0.39615195750608434,ok,1925,390,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,
bucket_country_year_fe,rd2_countries,Imports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,log_gni_per_capita_constant_2015_usd,0.023853495700839084,0.15668915253849924,0.15223450579948838,0.8795213813492595,-0.2896807743252654,0.3373877657269436,1535,60,0.39615195750608434,ok,1925,390,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,
bucket_country_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,bucket_high_product_high_partner,0.0017017127883282009,0.016353972776674677,0.1040550092363684,0.9174786090806164,-0.031022511151179176,0.03442593672783558,1322,60,0.6251063302651423,ok,1920,598,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,0.9393019786035873
bucket_country_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,bucket_high_product_low_partner,0.01462552902360421,0.0144499203591118,1.0121529157343538,0.3155979025072578,-0.01428869482872206,0.04353975287593048,1322,60,0.6251063302651423,ok,1920,598,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,0.7676200813755388
bucket_country_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,bucket_low_product_high_partner,-0.0064097433914489,0.008744137178585009,-0.7330332610914203,0.46644070106823887,-0.023906721471167285,0.011087234688269484,1322,60,0.6251063302651423,ok,1920,598,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,0.7676200813755388
bucket_country_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,log_initial_exports_constant_2015_usd,-0.10728119043743965,0.012933624032857716,-8.294750965768998,1.7394579283907483e-11,-0.13316131234911927,-0.08140106852576003,1322,60,0.6251063302651423,ok,1920,598,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,
bucket_country_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,oil_export_share,-0.036911850731494666,0.06523020066210587,-0.5658705684917177,0.5736277529780679,-0.16743718076813877,0.09361347930514943,1322,60,0.6251063302651423,ok,1920,598,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,
